CÓDIGO DE DEPARTAMENTO,NOMBRE DEL DEPARTAMENTO,CÓDIGO DE MUNICIPIO,NOMBRE DE MUNICIPIO,NOMBRE PARAMO,NOMBRE ÁREA PROTEGIDA,ÁREAS PROTEGIDAS DEL SISTEMA NACIONAL DE AREAS PROTEGIDAS,CATEGORÍA DE ÁREAS PROTEGIDAS (Decreto 2372/2010),ADMINISTRADOR,FECHA INICIO DE ADMINISTRACIÓN,ÁREA - HECTÁREAS,EJECUCIÓN DE PROYECTOS DE LA RAPE REGION CENTRAL
73,Tolima,73622,RONCESVALLES,Chili Barragan ,Paramos  y Bosques Altoandinos de Genova,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional del Quindío – CRQ,06/30/2011 12:00:00 AM,966.34,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73622,RONCESVALLES,Chili Barragan ,Bremen Lote 16 y la Rinconada Lote 15,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Tolima – CORTOLIMA,06/29/2011 12:00:00 AM,322,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73622,RONCESVALLES,Chili Barragan ,La Mina,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/29/2016 12:00:00 AM,5.51,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73622,RONCESVALLES,Chili Barragan ,El Trebol,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Tolima – CORTOLIMA,06/29/2011 12:00:00 AM,62.8,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50001,VILLAVICENCIO,Chingaza,Paramo El Atravesado,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/26/1973 12:00:00 AM,11.5,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50001,VILLAVICENCIO,Chingaza,Quebrada Honda,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación para el Desarrollo Sostenible del Área de Manejo Especial de La Macarena – CORMACARENA,10/02/2015 12:00:00 AM,223.14,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25053,ARBELAEZ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,966.31,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25339,GUTIERREZ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,5716.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25335,GUAYABETAL,Chingaza,Paramo El Atravesado,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/26/1973 12:00:00 AM,1176.12,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25535,PASCA,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,1600.01,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25594,QUETAME,Chingaza,Paramo El Atravesado,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/26/1973 12:00:00 AM,27.31,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50245,EL CALVARIO,Chingaza,Rios Blanco y Negro,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/02/1982 12:00:00 AM,56.91,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50245,EL CALVARIO,Chingaza,Paramo El Atravesado,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/26/1973 12:00:00 AM,12.04,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50245,EL CALVARIO,Chingaza,Quebrada Honda,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación para el Desarrollo Sostenible del Área de Manejo Especial de La Macarena – CORMACARENA,10/02/2015 12:00:00 AM,546.62,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50245,EL CALVARIO,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,1841.88,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73555,PLANADAS,Nevado Huila-Moras,Nevado del Huila,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,57062.02,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50251,EL CASTILLO,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,939.51,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73616,RIOBLANCO,Las Hermosas,Las Hermosas,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,49635.02,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73616,RIOBLANCO,Las Hermosas,Paramo del Meridiano We`pe Wala,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional del Tolima – CORTOLIMA,05/06/2016 12:00:00 AM,2163.35,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73616,RIOBLANCO,Nevado Huila-Moras,Nevado del Huila,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,0.67,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50370,URIBE,Los Picachos,Cordillera de los Picachos,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,277.34,Ninguno
50,Meta,50370,URIBE,Los Picachos,Cordillera de los Picachos,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,5459.13,Ninguno
50,Meta,50370,URIBE,Los Picachos,Cordillera de los Picachos,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,228.34,Ninguno
50,Meta,50370,URIBE,Los Picachos,Las Areas Naturales la Siberia y Parte de la Cuenca Alta del Rio las Ceibas,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional del Alto Magdalena - CAM,09/27/2007 12:00:00 AM,2.29,Ninguno
50,Meta,50370,URIBE,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,3745.52,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50223,CUBARRAL,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,996.74,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50223,CUBARRAL,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,106.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50223,CUBARRAL,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,38099.09,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,Paramo de las Oseras,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional del Alto Magdalena - CAM,12/22/2016 12:00:00 AM,8.34,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,3587.15,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,El Pedregal,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/26/2007 12:00:00 AM,11.01,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,El Plan,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/24/2007 12:00:00 AM,9.47,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,Villarica,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/26/2007 12:00:00 AM,107.95,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,Chaparral,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,06/05/2009 12:00:00 AM,14.09,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,La Fernanda,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/24/2007 12:00:00 AM,14.73,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,La Esperanza,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/24/2007 12:00:00 AM,8.66,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,El Hato,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/24/2011 12:00:00 AM,11.12,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,Paz Verde,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/26/2007 12:00:00 AM,11.11,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25120,CABRERA,Cruz Verde - Sumapaz,La Reserva,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,12/26/2007 12:00:00 AM,6.43,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73168,CHAPARRAL,Las Hermosas,Las Hermosas,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,32421.25,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73168,CHAPARRAL,Chili Barragan ,Bremen Lote 16 y la Rinconada Lote 15,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Tolima – CORTOLIMA,06/29/2011 12:00:00 AM,13.63,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50318,GUAMAL,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,23065.8,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25426,MACHETA,Chingaza,Cuenca Alta de Los Rios Salinero y Moquentiva,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,12/22/2009 12:00:00 AM,67.35,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25426,MACHETA,Chingaza,Vista Hermosa de Monquentiva,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,09/19/2017 12:00:00 AM,34.79,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25426,MACHETA,Rabanal y rio Bogota,Cuchilla el Choque,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,10/08/1997 12:00:00 AM,21.31,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25426,MACHETA,Rabanal y rio Bogota,El Hortigal,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/27/1988 12:00:00 AM,162.43,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25426,MACHETA,Rabanal y rio Bogota,Paramo de el Frailejonal,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,04/07/1999 12:00:00 AM,1005.31,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Paramo de Guerrero,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,10/17/2006 12:00:00 AM,1323.38,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Rio Subachoque y Pantano de Arce,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,06/11/1997 12:00:00 AM,37.73,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Nukuma,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,09/23/2013 12:00:00 AM,14.51,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Nacimiento Quebradas Honda y Calderitas,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,05/26/1992 12:00:00 AM,3.07,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Laguna de Pantano Redondo y el Nacimiento Rio Susagua,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,11/20/1992 12:00:00 AM,1346.74,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25899,ZIPAQUIRA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,3816.96,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15380,LA CAPILLA,Rabanal y rio Bogota,"Paramo de Cristales, Castillejo o Gauchaneque",Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Chivor – CORPOCHIVOR,12/20/2011 12:00:00 AM,684.77,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73347,HERVEO,Los Nevados,Los Nevados,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,04/30/1974 12:00:00 AM,215.81,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Jikuri,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,06/16/2014 12:00:00 AM,77,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,EL Encenillo,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,07/21/2015 12:00:00 AM,0.96,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Pionono,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,10/17/1998 12:00:00 AM,2.68,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Pionono,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,10/17/1998 12:00:00 AM,0.86,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Cerros Pionono y las Aguilas,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,05/29/2009 12:00:00 AM,350.11,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Pionono,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,10/17/1998 12:00:00 AM,1.25,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Rios Blanco y Negro,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/02/1982 12:00:00 AM,2468.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Rios Chorrera y Concepcion,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,04/12/1991 12:00:00 AM,3046.3,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Paramo Grande,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/30/1975 12:00:00 AM,4722.08,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Santa Maria de las Lagunas,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,12/22/2008 12:00:00 AM,73.35,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,El Espino Corcovado,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,12/22/2008 12:00:00 AM,216.82,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,3434.18,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25322,GUASCA,Chingaza,Vista Hermosa de Monquentiva,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,09/19/2017 12:00:00 AM,0,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50606,RESTREPO,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,941.12,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15455,MIRAFLORES,Tota - Bijagual - Mamapacha,Cuchilla de Sucuncuca,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,07/04/1989 12:00:00 AM,770.19,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15455,MIRAFLORES,Tota - Bijagual - Mamapacha,Paramo Mamapacha y Bijagual,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Chivor – CORPOCHIVOR,06/28/2017 12:00:00 AM,412.91,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25183,CHOCONTA ,Rabanal y rio Bogota,Cuchilla el Choque,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,10/08/1997 12:00:00 AM,1537.66,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25183,CHOCONTA ,Rabanal y rio Bogota,El Hortigal,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,05/27/1988 12:00:00 AM,2.3,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25183,CHOCONTA ,Rabanal y rio Bogota,Paramo de el Frailejonal,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,04/07/1999 12:00:00 AM,66.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25793,TAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,495.68,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25793,TAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,318.19,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25793,TAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,144.54,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25793,TAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,3114.51,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25793,TAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,5725.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50006,ACACIAS ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,2698.25,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25649,SAN BERNARDO,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,5758.66,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
